107	2987	2
158	6958	30
1567	6781	7
102	8829	8
9935	6379	29
2204	3244	5
6048	1555	19
106	5384	1
7	7206	8
449	9622	17
128	6386	0
16494	8024	1
12	5341	20
1782	1553	5
21746	3368	18
164	6459	7
107	714	5
3999	5900	13
104	8754	6
7622	8120	17
616	7891	7
125	3290	20
102	1661	7
101	1275	14
139	8936	0
6938	8912	15
396	5463	2
227	1472	10
114	9299	22
1104	7704	13
106	7273	6
103	3961	18
263	3714	5
101	9589	1
106	3022	16
428	5294	12
121	4876	3
103	5169	3
179	5436	3
4000	336	6
9817	5046	13
413	7976	4
104	7326	16
1674	2651	9
641	5321	12
2383	4522	18
101	8479	9
116	8853	11
7	7618	0
12	6195	7
101	2992	3
12	1360	8
106	686	3
9	8765	34
103	5303	21
122	5729	7
1193	9613	0
804	8325	13
6416	6213	24
641	4544	14
16194	6041	11
114	9876	22
118	3453	25
8736	6932	14
1389	8936	16
14	2809	21
111	283	27
14	6042	26
178	3544	4
114	7517	24
12	9084	31
101	3575	7
101	5978	10
714	4072	24
246	105	10
338	1816	3
117	6640	15
14	5781	10
517	271	11
191	3207	12
9	5638	26
536	4108	1
573	3814	20
108	2505	0
101	4912	2
106	3180	8
250	3186	3
101	9468	7
991	1664	10
102	58	3
102	3285	4
965	1964	27
118	1900	33
17346	2443	10
12	1254	35
12	5112	14
8	5285	28
7	8224	16
8	1228	8
103	3538	8
112	7729	30
2444	7259	9
16005	6338	33
9181	5024	10
12	6460	23
23740	234	17
104	6651	8
14	8051	15
62	7567	1
108	2830	0
121	9679	22
556	5952	1
3562	959	10
566	8236	5
130	5630	0
101	2331	25
109	2440	9
106	3343	2
1058	6362	7
1020	6762	0
763	4786	0
12010	5291	9
26588	3179	26
102	7802	4
3762	1308	17
8822	7379	16
111	5841	3
140	9090	2
107	1966	9
144	8695	9
109	3078	9
11569	1636	14
106	2177	2
12	1118	12
101	415	2
13276	5199	32
125	6771	6
14	2261	13
102	8499	14
107	964	1
14	1012	8
28992	1769	7
102	3154	6
14	9652	5
151	2755	12
101	3796	15
157	3220	37
31717	7192	6
13619	8899	10
15158	4803	18
10084	1435	14
2356	5777	9
109	6624	9
101	3091	15
112	3807	8
101	6737	5
112	5234	5
231	5827	3
12	9395	9
120	6472	23
261	4647	2
101	3574	19
109	7401	11
7	4261	21
979	3772	28
31540	1544	7
3226	1251	18
1474	2832	14
25380	7653	17
697	3306	11
268	252	2
173	6634	5
103	9310	10
392	4695	23
9	5375	35
266	9182	24
110	3329	5
438	7132	0
9	993	14
111	1434	11
108	3143	0
129	286	24
14	3276	20
803	6723	13
1371	5440	13
1721	1523	1
12	9096	12
101	3331	20
275	9598	18
222	9227	6
161	6974	6
8390	7926	8
12	3817	4
14	9946	37
102	8357	3
14	9671	20
2466	231	2
117	3298	28
111	5347	4
9824	2772	1
102	2570	9
619	4130	0
101	7886	10
126	2473	15
352	5306	31
2412	9611	11
121	5012	10
18368	2719	1
101	8449	22
106	1179	2
286	4728	8
247	3793	24
101	7111	8
57	293	20
6543	442	2
1481	3665	19
14	6664	8
107	6712	1
19235	8321	0
102	2253	9
8854	4309	2
103	4612	2
101	5481	25
268	3461	8
503	4102	16
16	9116	1
6018	5687	4
30433	5922	13
213	1897	20
1048	1880	2
107	7762	9
9	5584	21
406	5980	4
199	484	19
3966	9868	9
14	4392	25
18602	5659	6
508	1666	17
344	1551	10
326	1249	16
14	1898	19
156	4189	13
107	9940	21
28676	2106	3
105	1608	16
13474	9982	2
101	6535	10
101	5480	13
535	7441	13
132	9990	12
101	7753	8
123	144	12
26941	2781	9
105	7424	1
7853	5299	23
24971	9607	12
101	3616	28
108	1812	0
26079	9171	4
1618	700	37
107	9365	3
301	9463	8
108	1491	0
62	8125	6
276	1437	16
12977	1279	30
2040	9444	19
424	7135	5
2238	2137	8
101	1571	5
7	8275	1
131	9102	20
470	7144	0
152	6397	13
101	9159	2
12	1645	31
101	7887	30
103	2507	17
4905	445	7
182	5474	1
126	876	2
15586	6552	0
914	9397	14
8452	7236	10
1302	2199	12
120	3248	8
26757	3954	4
101	4911	9
101	9478	16
135	3929	0
148	7813	19
114	1099	20
521	3118	6
111	4194	20
102	3950	5
124	9944	29
2061	6070	19
5811	9153	19
26118	3680	22
616	9886	37
8	2399	14
311	2123	9
3022	4571	4
26637	4160	22
135	18	13
115	4509	42
328	3635	20
103	4874	6
153	2161	6
451	1025	14
1126	9294	9
1733	6355	8
918	511	16
121	1118	18
7	1008	2
102	326	2
2047	1181	9
226	1781	1
2447	2347	7
107	2334	7
7	7479	7
132	7822	20
28190	8057	11
112	680	6
101	3211	6
655	59	3
19857	9091	0
16769	8814	5
2991	7512	26
2506	8634	3
7	532	10
7793	5570	11
103	6186	23
101	7842	16
14588	2098	4
385	446	12
253	8450	7
346	6700	27
6275	1580	19
127	9579	29
102	6671	7
2	4977	21
384	2896	9
8149	7546	19
2299	609	22
195	7466	1
101	6957	4
552	1493	5
16904	9086	9
8543	9022	16
12	5581	15
446	8241	8
280	9751	8
101	2721	12
253	2057	7
104	2287	9
104	1024	14
2407	779	33
131	6214	14
104	4674	4
2632	7689	10
1279	3230	17
416	3076	15
174	3902	1
499	8149	9
4348	3459	23
10521	8462	26
12	173	25
26997	8785	22
112	8197	1
1425	4569	4
4420	3977	4
154	8765	8
22844	5049	15
407	7133	10
14	4256	11
1381	6336	8
165	2785	14
7	211	10
2041	7942	21
7	7600	5
14	9776	41
114	2030	10
12	1223	17
9822	7629	35
101	5	14
608	3932	3
112	2061	16
12	4707	22
116	7916	3
14	5844	35
2181	9334	15
7587	7985	0
102	8936	20
276	5148	13
107	31	27
1065	9909	13
8	8371	23
6355	3151	4
101	6412	9
369	8796	12
2337	9086	19
3074	1937	13
311	7343	12
259	3920	8
518	4602	11
400	824	12
26084	6219	12
115	3844	13
1114	7642	33
6400	7010	15
58	3125	4
5015	5207	7
19427	5367	16
176	2270	2
642	4351	0
1510	7076	18
14	7626	11
12	5326	30
101	8461	23
106	857	1
10639	8248	3
234	5868	8
734	8789	12
776	1774	3
8468	5119	11
141	4065	17
9	8720	17
119	5053	4
101	2531	11
3450	3635	45
114	5005	13
2825	4096	1
12	9869	15
112	3332	18
6190	535	16
18096	9938	12
152	155	1
167	7976	27
1002	800	21
104	5705	3
192	7693	35
14480	1731	1
122	759	7
935	7991	15
101	8425	31
3013	9094	29
19072	9755	18
235	1797	18
1109	4199	6
1057	1167	14
205	8411	5
121	4895	9
103	5100	11
118	2434	13
101	1293	24
192	6100	11
1586	4768	24
127	8990	33
9625	3959	5
12	2346	19
6818	1980	7
29008	3427	13
632	3682	13
553	4563	16
154	5363	8
18969	6457	25
14	4514	14
548	7305	16
156	8496	1
7518	6400	20
180	6082	21
103	3593	18
101	928	16
2069	9788	19
118	5506	8
113	1672	9
630	8872	3
104	3619	14
5441	1070	5
102	8360	22
191	8115	20
1567	9632	5
121	9073	20
7358	6038	4
