426	1349	3	18.04
399	393	7	36.96
1244	310	6	42.56
1448	231	3	14.36
371	424	5	21.22
576	333	4	17.15
548	109	16	14.29
4550	7	3	8.84
853	142	8	25.56
131	4463	3	12.8
113	185	32	7.28
961	8	8	13.44
124	1188	5	7.84
548	158	5	9.48
1663	106	9	7.74
673	106	18	10.75
119	517	10	7.34
2209	148	3	9.64
147	153	49	92.62
561	308	4	16.44
111	3224	4	10.52
118	2432	5	11.19
1321	123	7	16.2
139	1229	4	9.5
85	2746	3	19.11
151	1879	3	9.54
4130	7	4	11.79
1056	101	18	7.39
107	5132	3	6.68
367	860	3	14
117	536	15	18.08
663	136	8	18.17
284	104	58	65.38
119	2702	4	8.83
136	1835	4	12.29
104	4230	4	7.95
174	334	6	12.9
117	432	18	20.52
689	652	3	15.81
4728	403	3	32.23
4813	9	3	12.88
4925	134	3	17.53
145	1984	3	8.42
277	154	24	83.76
5105	111	3	11.4
412	110	16	8.49
2911	127	3	8.32
105	5101	3	6.9
107	262	40	12.71
122	1004	7	12.99
9	4874	3	12.88
970	265	3	12.89
12	438	43	52.95
12	2336	7	6.76
3788	207	4	36.08
1527	62	6	12.01
428	154	17	60.5
1912	145	3	8.42
154	136	120	400.21
261	110	22	7.01
838	115	7	9.48
666	124	13	29.33
62	102	477	32.55
107	2449	7	10.37
139	1675	3	6.83
114	452	29	67.64
960	405	4	23.18
2828	147	3	12.5
995	164	3	7.34
883	197	3	10.94
6196	108	3	8.3
1079	150	4	9.81
1330	161	3	8.05
147	830	4	7.18
352	134	21	53.87
130	1354	5	9.97
112	5637	3	11.9
352	341	3	8.44
112	3634	4	11.16
127	352	12	13.22
3212	422	3	26.34
127	411	9	8.35
581	229	3	8.57
12	945	17	12.41
474	133	9	13.83
102	1783	9	7.13
107	820	16	11.49
134	2324	5	18.98
114	2683	4	7.99
102	1859	9	15.34
223	12	79	45.68
5216	116	3	12.11
106	348	42	34.44
2298	400	3	21.69
130	4021	4	21.56
166	259	6	8.4
1051	2926	4	43.4
941	225	3	10.73
1707	105	8	7.8
3208	103	5	8
377	6284	3	31.5
119	2365	4	8.83
4986	7	3	8.84
132	1783	4	10.05
288	155	7	8.08
675	114	14	22.53
324	112	17	7.96
1302	12	12	8.38
128	3206	3	9.19
111	232	25	8.52
114	6022	3	12.57
150	1360	3	7.13
986	160	3	8.73
194	144	25	50.19
762	8	14	27.3
136	550	7	11.59
559	114	11	8.86
3079	112	3	7.69
452	119	28	68.64
3523	114	4	12.03
104	4021	4	7.95
1792	257	3	16.7
8	3880	3	8.32
188	433	7	21.93
345	277	3	7.49
9	1675	9	28.74
102	2251	7	7.01
114	1348	6	7.33
865	107	14	8.73
4594	102	4	6.81
21	16	6	15.14
176	150	13	9.58
107	5385	3	6.68
805	115	7	9.48
405	188	7	21.33
517	163	5	10.53
106	3990	4	8.26
370	1080	3	15.43
159	323	6	8.26
108	337	23	15.85
3823	1180	3	39.66
652	108	20	21.43
2937	117	4	9.44
1024	102	18	30.7
1441	134	5	13.7
1080	117	8	11.06
127	1121	6	12.68
207	2488	7	63.33
292	325	4	11.25
115	239	37	76.41
542	286	3	9.69
197	1008	3	10.94
114	1469	6	9.05
154	1359	5	18.34
542	113	28	75.01
286	542	3	9.69
743	127	6	6.76
182	122	20	7.11
2692	124	4	11.72
115	110	170	12.45
3850	1826	3	37.95
9	1997	5	11.63
208	143	12	10.71
